id,text,created_at,processed_text,cluster
1036997663382753283,"RT @RxHoy: Las medicinas son caras. Visita https://t.co/b7dy3Rrzsi para empezar a ahorrar ya. HoyRX, la nueva forma de comprar medicinas a…",2018-09-04 15:21:24,rxhoy las medicinas son caras visita para empezar a ahorrar ya hoyrx la nueva forma de comprar medicinas a,0
1208171366454898688,this band that saved my life is a band again and for the first time in my life i can say there's a reasonable chanc… https://t.co/NbkXoA9USA,2019-12-20 23:44:35,this band that saved my life is a band again and for the first time in my life i can say there s a reasonable chanc,1
1201653227911106560,RT @Berti_and_Ernie: #Luck and #Love are only words but if I watch him smile they get a meaning. https://t.co/wm1wP27ehs,2019-12-03 00:03:49,berti_and_ernie luck and love are only words but if i watch him smile they get a meaning,1
1203961452786176000,"RT @sch: My god, White Island volcano in New Zealand erupted today for first time since 2001. My family and I had gotten off it 20 minutes…",2019-12-09 08:55:53,sch my god white island volcano in new zealand erupted today for first time since my family and i had gotten off it minutes,1
1203406850332528646,RT @JasonIsbell: Chris is a good guy and clearly he’s done country music a great service but damn that’s a lot of pressure https://t.co/BOG…,2019-12-07 20:12:05,jasonisbell chris is a good guy and clearly he s done country music a great service but damn that s a lot of pressure,1
1201152922471583744,This is a great read for all adults. #pain #stress #healthylifestyle #depression #fibromyalgia👇👇How to get out of a… https://t.co/I9qhLO4PQw,2019-12-01 14:55:47,this is a great read for all adults pain stress healthylifestyle depression fibromyalgiahow to get out of a,2
1206728221364031493,Vegetables contain many nutrients that are important for good health. A dietitian with Aurora Health Care explains… https://t.co/glI0nQpagb,2019-12-17 00:10:02,vegetables contain many nutrients that are important for good health a dietitian with aurora health care explains,2
1210401278439907328,@palmd Triad drugs? No problem. Few days early? No big deal. Subutex for chronic pain? Well.... doc signed the form… https://t.co/LpPLSKwqWl,2019-12-27 03:25:27,palmd triad drugs no problem few days early no big deal subutex for chronic pain well doc signed the form,2
1206624914146562054,Rockin the wheelchair today! Hospital appointments and more exploring. Have a wonderful day everybody! Only you put… https://t.co/K3jcKMpj29,2019-12-16 17:19:32,rockin the wheelchair today hospital appointments and more exploring have a wonderful day everybody only you put,3
1209791824732262401,"RT @jamesdeeganMC: I hope Santa has been good to you all. Enjoy the day, eat, drink and be Merry. Raise a glass to absent friends, until Va…",2019-12-25 11:03:42,jamesdeeganmc i hope santa has been good to you all enjoy the day eat drink and be merry raise a glass to absent friends until va,3
1209893552047771648,@insulinth0t And congraduations on your marriage. I hope your wedding day will be all you want it to be.,2019-12-25 17:47:56,and congraduations on your marriage i hope your wedding day will be all you want it to be,3
1206578562624638979,"Let's boost this book today! Still time to order for your holiday reading, or as a super stocking stuffer gift!… https://t.co/HdSlTr5TXs",2019-12-16 14:15:21,let s boost this book today still time to order for your holiday reading or as a super stocking stuffer gift,3
1202372525151444992,RT @FennerMichelle: This from a friend that @LillyDiabetes and customer support has personally swore to help. @Lija27 it has been 2 weeks a…,2019-12-04 23:42:03,fennermichelle this from a friend that lillydiabetes and customer support has personally swore to help it has been weeks a,4
1205628928553078784,Just received an over-the-top cool gift from one of my customers (and friend!). @NTLogisticsInc for the win this ho… https://t.co/Y3kc2plSwQ,2019-12-13 23:21:50,just received an overthetop cool gift from one of my customers and friend ntlogisticsinc for the win this ho,4
1209945394412707841,This is basically the superb tips for discovering potential clients on Twitter and is used around the world at this… https://t.co/UivcYcdCrj,2019-12-25 21:13:56,this is basically the superb tips for discovering potential clients on twitter and is used around the world at this,4
1201893055906762757,"RT @arwmd: Calling all #Telehealth and #telemedicine.

Please come join is in #Phoenix for the @AmericanTelemed annual conference.    As @A…",2019-12-03 15:56:49,arwmd calling all telehealth and telemedicine please come join is in phoenix for the americantelemed annual conference as a,4
1211412698069716992,"RT @patton6966: Attack on Jews in Ny yesterday, an attack on Christian's today. The DS is in panic mode with the truth coming out. Watch fo…",2019-12-29 22:24:28,attack on jews in ny yesterday an attack on christian s today the ds is in panic mode with the truth coming out watch fo,5
1205263628657725441,"RT @BriRiceWrites: Cincinnati is No. 1 city in US for beer drinkers, study says. See the rest of the top 10 https://t.co/fdIJDVIET3 via @en…",2019-12-12 23:10:16,briricewrites cincinnati is no city in us for beer drinkers study says see the rest of the top via en,5
1207367428663074821,"Peloton's holiday ad falls flat, Israeli startup notches another 510(k) and more digital health news briefs https://t.co/YFUp5PrSyL",2019-12-18 18:30:01,peloton s holiday ad falls flat israeli startup notches another and more digital health news briefs,5
1211701455444488192,"RT @Liz_Wheeler: So lemme get this straight.

An evil man opens fire in church.

Two concealed carry permit holders engage him.

One dies p…",2019-12-30 17:31:53,liz_wheeler so lem me get this straight an evil man opens fire in church two concealed carry permit holders engage him one dies p,5
1201940516952260609,When a person with dementia goes missing: A growing problem in Florida | Opinion https://t.co/98hDQqA5q3 via @tcpalm,2019-12-03 19:05:24,when a person with dementia goes missing a growing problem in florida opinion via tcpalm,5
1203076549525659648,The U.S. winter flu season is off to its earliest start in more than 15 years. (via @statnews @AP) Find a flu shot… https://t.co/kuEGZ32Cxu,2019-12-06 22:19:36,the u.s. winter flu season is off to its earliest start in more than years via statnews ap find a flu shot,5
1207087028916998144,Animal Advocates Say Dallas Turning Blind Eye To Dog Fighting https://t.co/OglEKwqr39,2019-12-17 23:55:48,animal advocates say dallas turning blind eye to dog fighting,5
1202790013995347968,Shout out to @souplantation on W Point Loma Blvd in San Diego. No vegetarian soup and we complained and got these f… https://t.co/sbmBhUDBVG,2019-12-06 03:21:00,shout out to souplantation on w point loma blvd in san diego no vegetarian soup and we complained and got these f,5
1202355798887686144,"RT @tambreleighn: Drinks, hors d’oeuvres, and a panel discussion for #Patients &amp; #Advocates attending #SABCS19. Dec 11th, 5pm-7pm CT, Westi…",2019-12-04 22:35:35,tambreleighn drinks hors doeuvres and a panel discussion for patients amp advocates attending dec ct westi,6
1201653895254159360,"RT @310Nutrition: Haven't ditched soda yet? Here's 6 Reasons to motivate you today (Diet Soda Included)!
https://t.co/Dm4fhMOFyi",2019-12-03 00:06:28,have not ditched soda yet here s reasons to motivate you today diet soda included,7
1044602502270857217,The list of recalled valsartan products has increased to 80 medications. Here's everything you need to know about t… https://t.co/lqjD3ngzJt,2018-09-25 15:00:18,the list of recalled valsartan products has increased to medications here s everything you need to know about t,7
1208755334162071552,Knowing the signs - whether you see them in yourself or a loved one - is critical for intervention and prevention.… https://t.co/4rVrKbNU7C,2019-12-22 14:25:03,knowing the signs whether you see them in yourself or a loved one is critical for intervention and prevention,8
1040659694484967430,"After a cancer diagnosis, families that talk and listen to each other experience better health outcomes than those… https://t.co/6D8yWXrXmp",2018-09-14 17:53:00,after a cancer diagnosis families that talk and listen to each other experience better health outcomes than those,8
1206568006198923266,@the_tennisgrl Wow I love your Birthday suit very delicious very beautiful very sexy you look 👀 delicious babe yum yum 😋❤️💋👅👄🌹,2019-12-16 13:33:24,the_tennisgrl wow i love your birthday suit very delicious very beautiful very sexy you look delicious babe yum yum,9
1202041994668851200,T1 You usually don't find out your choice is an illusion until you're force to choose between a procedure and feeding your family. #hcldr,2019-12-04 01:48:39,you usually do not find out your choice is an illusion until you re force to choose between a procedure and feeding your family hcldr,10
1209710555562418177,This time of year can be difficult. From the expectations &amp; pressures we put on our own selves or from outside infl… https://t.co/J3i0vWIF6G,2019-12-25 05:40:46,this time of year can be difficult from the expectations amp pressures we put on our own selves or from outside infl,10
1203895674351345664,"“It is possible to hear something quite different by ceasing to love the noise of our own minds.
Never fear to see… https://t.co/0ciRJyW0Cq",2019-12-09 04:34:30,it is possible to hear something quite different by ceasing to love the noise of our own minds never fear to see,10
1207127272156733441,"We have a choice in accepting the system... hard choice but choice no less.
https://t.co/TdBUbAy0ap",2019-12-18 02:35:43,we have a choice in accepting the system hard choice but choice no less,10
1205360054737596416,I never ended up using the B12 injections. I'm noticing a pattern where I can't seem to tolerate standard dosages o… https://t.co/TNuYsPCk8T,2019-12-13 05:33:26,i never ended up using the injections i m noticing a pattern where i ca not seem to tolerate standard dosages o,10
1201246461868068864,@Panthers Seriously.   How do you look yourself in the mirror when your professional athletes and you don't try,2019-12-01 21:07:29,panthers seriously how do you look yourself in the mirror when your professional athletes and you do not try,10
1204754356823703552,"Vermont Should Legalize Marijuana Sales, Top Health Department Official Says - https://t.co/e08jRofTpG 
#StandUp...",2019-12-11 13:26:36,vermont should legalize marijuana sales top health department official says standup,11
1202802259450617862,"@DougEParker @StephenTatenda @SalsanRio @BoxyBate @vector1928 @dacullington @Acosta Trust me, I'm no moron...  But… https://t.co/6flhnoznTv",2019-12-06 04:09:40,dougeparker stephentatenda salsanrio boxybate dacullington acosta trust me i m no moron but,12
1209260810343788545,"@TulsiGabbard Sorry, Tulsi...

@realDonaldTrump is the least of your problems right now. https://t.co/cQzQXcnQt5",2019-12-23 23:53:38,tulsigabbard sorry tulsi realdonaldtrump is the least of your problems right now,12
1205518994947661825,Disgusting! Far beyond the pale! #IllinoisSupremeCourt is compromised. Shame on @ComEd &amp; @Exelon. #Madigan &amp; both B… https://t.co/gAawpA7NZU,2019-12-13 16:05:00,disgusting far beyond the pale illinoissupremecourt is compromised shame on comed amp exelon madigan amp both b,12
1173301017720606728,@PillPack Too much plastic!,2019-09-15 18:22:16,pillpack too much plastic,13
1206671528106057733,"RT @LALewman: Rep. Dean to colleagues in Congress: ""If you're here only to save your seat, if your vote only reflects self-preservation, I'…",2019-12-16 20:24:45,lalewman rep. dean to colleagues in congress if you re here only to save your seat if your vote only reflects selfpreservation i,14
653931475914637312,@craiggwillis Looks great! Thanks for sharing.,2015-10-13 13:53:07,craiggwillis looks great thanks for sharing,15
1202258299313364995,"👏👏Congratulations, @wmfeorlando! If you donated, thank you! https://t.co/SuP8QupSG8",2019-12-04 16:08:10,congratulations wmfeorlando if you donated thank you,15
1209501169724338178,Send healing and help big God 🙏🏿 https://t.co/EJ7ArB4f8h,2019-12-24 15:48:44,send healing and help big god,16
1201954313565851649,".@Healthcare_ABC Chairman, President and CEO Steve Collis has affirmed, “We are united in our responsibility to cre… https://t.co/78g1ykpxOu",2019-12-03 20:00:14,chairman president and ceo steve collis has affirmed we are united in our responsibility to cre,17
1203332746480955392,"RT @SenSherrodBrown: Let’s honor these workers by passing a bipartisan solution that protects @mineworkers’ health care and retirement now,…",2019-12-07 15:17:38,sensherrodbrown let s honor these workers by passing a bipartisan solution that protects mineworkers health care and retirement now,17
1202786824235601920,We would like to congratulate these leaders of tomorrow. These young latinos will lead the way and make an impact i… https://t.co/uJWYCiZLNH,2019-12-06 03:08:20,we would like to congratulate these leaders of tomorrow these young latinos will lead the way and make an impact i,18
1202650798259224576,Thanks Brad for supporting this important effort ! We are so close! https://t.co/MPMuXeSYfU,2019-12-05 18:07:49,thanks brad for supporting this important effort we are so close,18
1208087193341833216,⭐Congratulations to StartUp Health company @NuEyesUSA on being selected for the 2020 @MassChallenge HealthTech coho… https://t.co/gD3daoZ17w,2019-12-20 18:10:06,congratulations to startup health company nueyesusa on being selected for the masschallenge healthtech coho,19
1206269695759806464,Xealth Named Finalist in Accenture’s HealthTech Innovation Challenge @hitconsultant https://t.co/WxhHOJTlCJ #Health… https://t.co/wS6xmHye3c,2019-12-15 17:48:01,xealth named finalist in accenture s healthtech innovation challenge hitconsultant health,19
1204621107774525448,"RT @CharlesTe: Useful clinical information from the patient notes section in the @AliveCor KardiaPro portal. #EPeeps 

Prescribed Kardia fo…",2019-12-11 04:37:07,charleste useful clinical information from the patient notes section in the alivecor kardiapro portal epeeps prescribed kardia fo,20
1205623724826865664,Some fantastic research discovered by #Neonatal / #Perinatal #Medicine specialists thru #ReadbyQxMD | European Resp… https://t.co/Rlcf3ZomPp,2019-12-13 23:01:10,some fantastic research discovered by neonatal perinatal medicine specialists thru readbyqxmd european resp,20
1206981577433133058,"RT @Lija27: From Warren and Blumenthal's study: Lilly's ""authorized generic, rather than expanding access to low-cost insulin, appears inst…",2019-12-17 16:56:47,from warren and blumenthal s study lilly s authorized generic rather than expanding access to lowcost insulin appears inst,20
1205256176188960771,"RT @Hughhbw: Hello Prerana! NHS staff have been excluded after raising valid concerns, typically about patient safety. Outline views on cha…",2019-12-12 22:40:39,hughhbw hello prerana nhs staff have been excluded after raising valid concerns typically about patient safety outline views on cha,20
1208082310052102147,RT @aip_texas: Drug pricing guarantees are still commonly set based on a discount off of the Average Wholesale Price (AWP) – a benchmark ev…,2019-12-20 17:50:42,aip_texas drug pricing guarantees are still commonly set based on a discount off of the average wholesale price awp a benchmark ev,20
1205726246858039297,@GooglePlay @Google I believe this #YouTube #movie rental price is incorrect? Promo Code? #CustomerService https://t.co/6CXPGLwMsr,2019-12-14 05:48:33,googleplay google i believe this youtube movie rental price is incorrect promo code customerservice,20
1204986960701321216,@chemobrainfog @AmyPricePhD @stales @amos18 Very well deserved Alicia!,2019-12-12 04:50:53,chemobrainfog amypricephd stales very well deserved alicia,20
1203340323587534848,Changes in Medicare for 2020 https://t.co/NTjRvUnjWp,2019-12-07 15:47:44,changes in medicare for,21
1071170032904876032,"With EpiPen still in shortage, here's what you need to know about its alternatives. https://t.co/oRFqgLm9Zb",2018-12-07 22:30:11,with epipen still in shortage here s what you need to know about its alternatives,22
1206574641411710976,"Given the news of Tandem IQ, what is most important feature for you of a current or future automated insulin delivery pump system?",2019-12-16 13:59:46,given the news of tandem iq what is most important feature for you of a current or future automated insulin delivery pump system,22
1210006752344911872,Good stuff Dr. Makary. As you have learned and are explaining- incentives matter.  The codified and price setting p… https://t.co/mTQZP7lZp7,2019-12-26 01:17:45,good stuff dr. makary as you have learned and are explaining incentives matter the codified and price setting p,22
1208868393459363842,"RT @kanebrown: Why do families fall apart, why do good hearts have to break, why does heaven feel so far, and why do people fade away ❤️",2019-12-22 21:54:19,kanebrown why do families fall apart why do good hearts have to break why does heaven feel so far and why do people fade away,23
841400988670021633,Lori La Bey founded @AlzSpks to challenge the #stigma surrounding #Dementia https://t.co/gTzeUNUGky  #caregiver https://t.co/1MnpYluIMT,2017-03-13 21:30:02,lori la bey founded alzspks to challenge the stigma surrounding dementia caregiver,24
1202561551493763073,Thanks @rebeccamisrael for helping research the message framing and appeals of initiatives to reduce overdiagnosis… https://t.co/RXZvsMfpeu,2019-12-05 12:13:11,thanks rebeccamisrael for helping research the message framing and appeals of initiatives to reduce overdiagnosis,24
1205217504043438081,"As major health insurance companies are getting into the business of owning primary care practices, Anthem is pursi… https://t.co/ThVIoTrOV5",2019-12-12 20:06:59,as major health insurance companies are getting into the business of owning primary care practices anthem is pursi,24
1208160161036152832,"RT @DearAuntCrabby: Trump Is Freaked Out by Christianity Today’s Support for Impeachment

This is the slap in the face that Trump needed fr…",2019-12-20 23:00:03,dearauntcrabby trump is freaked out by christianity today s support for impeachment this is the slap in the face that trump needed fr,25
1206019607070486528,"Never heard of that fat waste of life .  Trump supporters are winning 
Wolverines (do you understand?) https://t.co/8yurj5OXs1",2019-12-15 01:14:15,never heard of that fat waste of life trump supporters are winning wolverines do you understand,25
1205131849057677312,I hope everyone is watching the impeachment hearings so y'all know who not to vote for next go around. (hint anyone… https://t.co/wUFv4uk9qT,2019-12-12 14:26:37,i hope everyone is watching the impeachment hearings so yall know who not to vote for next go around hint anyone,25
1207165985859473408,"@marchandsteve @PBS @AndrewYang The media blackout was blatant with msnbc, but to give pbs the benefit of the doubt… https://t.co/PgUXc3N2Ex",2019-12-18 05:09:33,marchandsteve pbs andrewyang the media blackout was blatant with msnbc but to give pbs the benefit of the doubt,25
1207990597237137408,"RT @Jim_Hickman13: I love the United States of America &amp; my President, @realDonaldTrump, served almost three decades &amp; proudly fought in tw…",2019-12-20 11:46:16,i love the united states of america amp my president realdonaldtrump served almost three decades amp proudly fought in tw,25
1202290412443955200,can't wait to hear Professor Karlan refute the bs spewed by Turley right now,2019-12-04 18:15:46,ca not wait to hear professor karlan refute the bs spewed by turley right now,25
1207437070735757312,I support the Impeachment of Donald Trump. #TrumpImpeachment 🇺🇸,2019-12-18 23:06:45,i support the impeachment of donald trump trumpimpeachment,25
1204848245236736001,God I hate headlines,2019-12-11 19:39:41,god i hate headlines,26
1209226351754063877,RT @dbongino: Thank you for your tremendous support. We began the video version of my podcast just a few months ago &amp; we hoped for the best…,2019-12-23 21:36:43,dbongino thank you for your tremendous support we began the video version of my podcast just a few months ago amp we hoped for the best,27
1201208747470798848,RT @mindbodythought: @NLPChris Thanks Chris.  I appreciate the support.  Somehow I want to start supporting and promoting authors I connect…,2019-12-01 18:37:37,mindbodythought nlpchris thanks chris i appreciate the support somehow i want to start supporting and promoting authors i connect,27
1205167346723278849,Congrats to @angelman and @TheMyositisAssc our fellow innovation awardees! Your projects sound amazing! https://t.co/dRHRrA0AHB,2019-12-12 16:47:41,congrats to angelman and themyositisassc our fellow innovation awardees your projects sound amazing,27
1204940623737970688,RT @buckhouse: The design team at Sequoia🌲is hiring. DM me for details. Can't wait to hear from you. https://t.co/JZd05iISEE,2019-12-12 01:46:46,buckhouse the design team at sequoiais hiring dm me for details ca not wait to hear from you,27
1166002627450232832,@jaysays We hate to hear that! I sincerely apologize that you didn't have a positive experience with Blink. We valu… https://t.co/UjaNXNoIWB,2019-08-26 15:01:04,jaysays we hate to hear that i sincerely apologize that you did not have a positive experience with blink we valu,27
1206607778858622977,Thanks to our partners &amp; team members for sharing their insights on our blog this year! Read our top 2019 articles… https://t.co/Mu4GdMKbKB,2019-12-16 16:11:26,thanks to our partners amp team members for sharing their insights on our blog this year read our top articles,27
1211693990208327680,No More Overwhelm: Free PDF Will Walk You Through the Steps You Need to Manage Your Time Effectively ~… https://t.co/ScGGO09cs7,2019-12-30 17:02:14,no more overwhelm free pdf will walk you through the steps you need to manage your time effectively,27
1207665978773065728,A6 - My Ultimate goal is actually a goal that has been in the works for years. Those who follow my Instagram and se… https://t.co/KuCpRw69vj,2019-12-19 14:16:21,my ultimate goal is actually a goal that has been in the works for years those who follow my instagram and se,27
1209909383913779206,"Vandy Twitter, this is my gift to you...a Commodore decade in photos. 

These are mostly in chronological order and… https://t.co/xmo95SXTRz",2019-12-25 18:50:50,vandy twitter this is my gift to you a commodore decade in photos these are mostly in chronological order and,27
1208841131028570112,"@tielermua Damn I'm old 23 lmao, I still love them to this day 💓",2019-12-22 20:05:59,tielermua damn i m old lmao i still love them to this day,28
1208055129980723203,Jesus Christ...😡 https://t.co/ICG6gHqpTF,2019-12-20 16:02:42,jesus christ,29
1004529927071428609,@itssharayia YES! 🔥🔥 GoodRx discounts can sometimes beat insurance prices – always check if there's a lower price!,2018-06-07 01:06:12,itssharayia yes goodrx discounts can sometimes beat insurance prices always check if there s a lower price,30
1204043292490514432,"RT @novascripts: When U hear that being poor is an expensive way 2 live, here is 1 reason Y. Those without insurance are usually required 2…",2019-12-09 14:21:05,novascripts when u hear that being poor is an expensive way live here is reason y. those without insurance are usually required,30
1208144341362991106,"@robertcottrell Risk aversion:
How did you promise or guarantee article quality?
Did you offer refunds for disliked… https://t.co/zpovMwIHCg",2019-12-20 21:57:11,robertcottrell risk aversion how did you promise or guarantee article quality did you offer refunds for disliked,30
1206216861572055040,RT @JohnLeksander: Court Ruling Confirms Merck's Gardasil HPV Vaccine Kills People - Did Anyone Even Notice? https://t.co/Wu5lANloTc,2019-12-15 14:18:04,johnleksander court ruling confirms merck s gardasil hpv vaccine kills people did anyone even notice,31
1211415993982967808,"Good, sobering look at the spread of false health information in 2019. Really important points about the loss of tr… https://t.co/5WM3HldXYb",2019-12-29 22:37:34,good sobering look at the spread of false health information in really important points about the loss of tr,31
1209450601211408384,"RT @LizaRosen101: This Christian father, Manochehr Bakhtiari, is being tortured in prison by Iranian regime, after speaking out about the d…",2019-12-24 12:27:48,this christian father manochehr bakhtiari is being tortured in prison by iranian regime after speaking out about the d,31
1210796095430770693,Russia appeals World Anti-Doping Agency for four-year sports suspension  https://t.co/dmFQl3zI0R,2019-12-28 05:34:19,russia appeals world antidoping agency for fouryear sports suspension,31
1205154171076448257,"RT @FrRonconi: #5G could get expert surgery to everyone on the planet
via @wef
 
#HealthTech #Broadband #Telemedicine #Innovation
@alvinfoo…",2019-12-12 15:55:19,frronconi could get expert surgery to everyone on the planet via wef healthtech broadband telemedicine innovation alvinfoo,32
1207685697798393861,"RT @BrianSachs: 2. Better Quality End-of-Life Care

&lt;deep breath&gt;

""Many providers try to prolong end-of-life care to get as much money out…",2019-12-19 15:34:42,briansachs better quality endoflife care ltdeep breath gt many providers try to prolong endoflife care to get as much money out,32
