id,text,created_at
1203406850332528646,RT @JasonIsbell: Chris is a good guy and clearly he’s done country music a great service but damn that’s a lot of pressure https://t.co/BOG…,2019-12-07 20:12:05
1209597507614978048,"Unwanted fat is definitely unhealthy in support of our physical shape, some of the worries revealed on this  online… https://t.co/GniErQcvB0",2019-12-24 22:11:33
1208093786049564672,@Smashbox No #BlackFriday discount is worth the hellish online shopping experience you subject your customers to. R… https://t.co/YevZlHv3CD,2019-12-20 18:36:18
1205628928553078784,Just received an over-the-top cool gift from one of my customers (and friend!). @NTLogisticsInc for the win this ho… https://t.co/Y3kc2plSwQ,2019-12-13 23:21:50
1201051930652336129,"RT @istevejansen: 'Corridor' was composed for a gallery space in Canada where I had a small photo exhibit last year.

I hope you feel bette…",2019-12-01 08:14:29
1208144341362991106,"@robertcottrell Risk aversion:
How did you promise or guarantee article quality?
Did you offer refunds for disliked… https://t.co/zpovMwIHCg",2019-12-20 21:57:11
1208087193341833216,⭐Congratulations to StartUp Health company @NuEyesUSA on being selected for the 2020 @MassChallenge HealthTech coho… https://t.co/gD3daoZ17w,2019-12-20 18:10:06
1209260810343788545,"@TulsiGabbard Sorry, Tulsi...

@realDonaldTrump is the least of your problems right now. https://t.co/cQzQXcnQt5",2019-12-23 23:53:38
1202961454158270465,Not to mention all the other medications people with chronic conditions might need that insurances might abruptly t… https://t.co/nwuzoinsbk,2019-12-06 14:42:15
1203921745909936128,@queerschtein I've luckily never had a bad experience (the worst was just... genuine reactions to scenes even thoug… https://t.co/JVwXxa4uPK,2019-12-09 06:18:06
1208171366454898688,this band that saved my life is a band again and for the first time in my life i can say there's a reasonable chanc… https://t.co/NbkXoA9USA,2019-12-20 23:44:35
1126137139287207937,@JuliusGivens Thanks for your kind words @JuliusGivens! We've taken them to heart and will continue to do everythin… https://t.co/v2LACqhago,2019-05-08 14:49:51
1202328320517369856,"RT @Phe800: At the pharmacy:
Multiple times a day I have patients leave empty handed after they are told the price of their drug. And these…",2019-12-04 20:46:24
1205292899258159104,"RT @Mimirocah1: Because, Joyce, Russia doesn’t have a corruption problem the way Ukraine does 🤣🙄😠 https://t.co/JNENtiP24o",2019-12-13 01:06:35
1040659694484967430,"After a cancer diagnosis, families that talk and listen to each other experience better health outcomes than those… https://t.co/6D8yWXrXmp",2018-09-14 17:53:00
1203855593544531968,"The #eagles landed in our neighborhood today. #American Bald Eagle 🇺🇸, majestic, loyal beauty. https://t.co/zb9b0VYz60",2019-12-09 01:55:14
1211394049636274178,The Decades Health Care Winners and Losers  https://t.co/ASEwT8mkxC,2019-12-29 21:10:22
1203035805654159365,"The latest ""Say What?!?!"" https://t.co/1WT3oL7oNy Thanks to @LaborforSPayer @Isarizona @Teamsters #climate #vancouver",2019-12-06 19:37:42
1201653895254159360,"RT @310Nutrition: Haven't ditched soda yet? Here's 6 Reasons to motivate you today (Diet Soda Included)!
https://t.co/Dm4fhMOFyi",2019-12-03 00:06:28
1205256176188960771,"RT @Hughhbw: Hello Prerana! NHS staff have been excluded after raising valid concerns, typically about patient safety. Outline views on cha…",2019-12-12 22:40:39
1204241123964792833,@BigBoobiesAngie @HotnsxyJessie Wow I love it babe yumeeeeeeeeeee delicious ♥️😈😍🌹🥰,2019-12-10 03:27:12
1210401278439907328,@palmd Triad drugs? No problem. Few days early? No big deal. Subutex for chronic pain? Well.... doc signed the form… https://t.co/LpPLSKwqWl,2019-12-27 03:25:27
1208810038854217728,"Love yourself, be yourself! ""There's no one I'd rather be than me."" Wreck-It Ralph #try https://t.co/hHFuYZumP3",2019-12-22 18:02:26
1205556529665056770,Could fish oil fight inflammation? https://t.co/ul55a03wV1,2019-12-13 18:34:09
1206671528106057733,"RT @LALewman: Rep. Dean to colleagues in Congress: ""If you're here only to save your seat, if your vote only reflects self-preservation, I'…",2019-12-16 20:24:45
1206225752875814912,@MonicaNinoTV @KENS5 Congratulations!,2019-12-15 14:53:24
1173301017720606728,@PillPack Too much plastic!,2019-09-15 18:22:16
1202802259450617862,"@DougEParker @StephenTatenda @SalsanRio @BoxyBate @vector1928 @dacullington @Acosta Trust me, I'm no moron...  But… https://t.co/6flhnoznTv",2019-12-06 04:09:40
653931475914637312,@craiggwillis Looks great! Thanks for sharing.,2015-10-13 13:53:07
1202044061072445441,My inhaler with insurance? $75. My EpiPens with insurance? $250. Depression screening where they legit ask if I wan… https://t.co/vd1yigTGW7,2019-12-04 01:56:51
1207815671737995266,Huge shout out to @TSA officer at Cleveland airport. I knew the X-ray scanner was going to light up from my compres… https://t.co/T1D7MTVVv4,2019-12-20 00:11:10
1207020338409885696,@Kbooki @PandezPanda @Firr XD Well thank god for that.,2019-12-17 19:30:48
1200974003420254208,"RT @kkwhbs: It could be these Frescas aka Bud Light Limes talking but, these camera angles on the OU / Okie state game ..... thanks @CFBONF…",2019-12-01 03:04:50
1206487365411360768,"RT @jenheemstra: No matter where someone is in their career, almost everyone feels like they haven’t made it yet and there are big goals th…",2019-12-16 08:12:58
1208055129980723203,Jesus Christ...😡 https://t.co/ICG6gHqpTF,2019-12-20 16:02:42
841400988670021633,Lori La Bey founded @AlzSpks to challenge the #stigma surrounding #Dementia https://t.co/gTzeUNUGky  #caregiver https://t.co/1MnpYluIMT,2017-03-13 21:30:02
1204602962795991040,RT @SteveLiewer: Congress gets a #Defense authorization bill passed. Includes $400 million for post-flood reconstruction @Offutt_AFB and @N…,2019-12-11 03:25:01
1204282318447370240,RT @RWPUSA: Bill Barr would like to argue about religion — which should be entirely separate from our government — instead of comply with H…,2019-12-10 06:10:53
1200964349940183040,RT @LordFenrir: D&amp;D with the Drunk Badger Crew was awesome!  Can't wait til next session!  Thanks @AhnaHyouki @BongoLaserworks @Kbooki @Min…,2019-12-01 02:26:28
1202561551493763073,Thanks @rebeccamisrael for helping research the message framing and appeals of initiatives to reduce overdiagnosis… https://t.co/RXZvsMfpeu,2019-12-05 12:13:11
1201893055906762757,"RT @arwmd: Calling all #Telehealth and #telemedicine.

Please come join is in #Phoenix for the @AmericanTelemed annual conference.    As @A…",2019-12-03 15:56:49
1201246461868068864,@Panthers Seriously.   How do you look yourself in the mirror when your professional athletes and you don't try,2019-12-01 21:07:29
1208160161036152832,"RT @DearAuntCrabby: Trump Is Freaked Out by Christianity Today’s Support for Impeachment

This is the slap in the face that Trump needed fr…",2019-12-20 23:00:03
1204200824727060481,"@ImikSabi @ewarren Kentucky is mandating sexual assault of the patient with a vaginal probe.
It's disgusting in itself.",2019-12-10 00:47:04
1202045738668179461,RT @msrlble: congrats on coming out queen https://t.co/ngLQXgGKLE,2019-12-04 02:03:31
1203961452786176000,"RT @sch: My god, White Island volcano in New Zealand erupted today for first time since 2001. My family and I had gotten off it 20 minutes…",2019-12-09 08:55:53
1202343098669551616,"Drugstore trips to Canada aren't happening as much as they used to in Michigan, since buying medication there is be… https://t.co/g5ajMmaT06",2019-12-04 21:45:07
1207684581236838400,@SeemaCMS pbm transparency? of course not.,2019-12-19 15:30:16
1100476066349514752,@NAU_us @mattdfisk Glad to hear your pharmacy recommended shopping around for lower prices!,2019-02-26 19:21:54
1203351453248741376,Adult life is finally ordering blackout curtains &amp; being super excited for them because it’ll up your daytime sleep game after night shifts.,2019-12-07 16:31:58
1204678689222537216,The cost of medical devices is too high,2019-12-11 08:25:56
1207665978773065728,A6 - My Ultimate goal is actually a goal that has been in the works for years. Those who follow my Instagram and se… https://t.co/KuCpRw69vj,2019-12-19 14:16:21
1201545410545963008,Venezuela: U.S. National Security and the Threats of Russia and China  https://t.co/Rht8JjCaPz,2019-12-02 16:55:24
1208256531613007872,@wolverineswire Must be the coaching,2019-12-21 05:23:00
1201599460482134016,Pack up the family for the ultimate #Christmas experience at these cut-your-own Christmas tree farms near… https://t.co/m2TuWdyvgn,2019-12-02 20:30:10
1203340323587534848,Changes in Medicare for 2020 https://t.co/NTjRvUnjWp,2019-12-07 15:47:44
1207846217918615554,"RT @marthamaccallum: TONIGHT on #TheStory my EXCLUSIVE interview with AG Bill Barr on the Durham investigation, Comey, Guiliani, Impeachmen…",2019-12-20 02:12:33
1211249067176660994,"RT @bluelivesmtr: Hero Down: CPD Sergeant Joseph 'Joe' Montijo Dies From Heat Stroke Complications

Follow @bluelivesmtr
#BlueLivesMatter #…",2019-12-29 11:34:16
1208436614877323267,@Daniel_3747 Thanks for The Love. #PushLetsGo #ShowUpShowOut,2019-12-21 17:18:35
1205154171076448257,"RT @FrRonconi: #5G could get expert surgery to everyone on the planet
via @wef
 
#HealthTech #Broadband #Telemedicine #Innovation
@alvinfoo…",2019-12-12 15:55:19
1207021433269997569,@JoyceWhiteVance Speaking a gift wrapping -- have you seen this? 😁https://t.co/OwcMXtXfOE,2019-12-17 19:35:09
1201940516952260609,When a person with dementia goes missing: A growing problem in Florida | Opinion https://t.co/98hDQqA5q3 via @tcpalm,2019-12-03 19:05:24
1203720108251717632,"RT @gabsmashh: T-MINUS 10 MINUTES! listen to me answer the weird questions people keep sending me. and drink beer. 
https://t.co/QMPhMx6tFA",2019-12-08 16:56:52
1204492303706013697,Could the makeup inside your bag be putting your health at risk?  Check out this article to find out why cleaning y… https://t.co/kFZBj4sxv6,2019-12-10 20:05:18
1207165985859473408,"@marchandsteve @PBS @AndrewYang The media blackout was blatant with msnbc, but to give pbs the benefit of the doubt… https://t.co/PgUXc3N2Ex",2019-12-18 05:09:33
1208586609219821568,Just Grace and mercy... All over her https://t.co/RuN1NXoiLW,2019-12-22 03:14:36
1210424699705909248,"Wondering what's the best use for his @CRED_club credits, 'Kill the bill' offers or some vouchers. Got some 35k coins",2019-12-27 04:58:31
1204729465588387840,@KerriOberhauser @EdwardTHardy @realDonaldTrump No child can walk into a gun show and purchase a firearm. That’s a… https://t.co/nGQBE4OqjO,2019-12-11 11:47:42
1202786824235601920,We would like to congratulate these leaders of tomorrow. These young latinos will lead the way and make an impact i… https://t.co/uJWYCiZLNH,2019-12-06 03:08:20
1202502389363826689,The latest Mindless Chatter is out @ https://t.co/HzFVtHM32J Thanks to @mkink @AppMtnClub @kamilumin #demcast #ericfoner,2019-12-05 08:18:05
1133948812647575552,"RT @PrimeHealthCO: We would love to invite more startups to join us. Past winners include:
@RxRevu 
@CirrusMD 
@Redox 
@Epharmix 

#PHChall…",2019-05-30 04:10:39
1209153752608854017,Hey. For the last time - that room is not for you to make phone calls. Its not sound proof - I HEAR EVERYTHING. The… https://t.co/hd4o62Bs27,2019-12-23 16:48:14
1205206571103469571,RT @ColMorrisDavis: I’ve testified before the House Armed Services Committee a few times and I hope to serve on it in 2021 ... with your he…,2019-12-12 19:23:32
1210591638021705728,The Problem with “Smart” New Years’ Goals  and why long-term goals beat New Year's resolutions- Nautilus https://t.co/rVekObnke3,2019-12-27 16:01:52
1206204641459003398,They ignored security guard instructions to turn around at a US military base in Virginia and attempted to evade se… https://t.co/QJntaa3LGD,2019-12-15 13:29:31
1208645415823794182,Kudos to Mike Esmond!!! https://t.co/veXpGQQ9L1,2019-12-22 07:08:17
1206930476990173186,RT @horizonshirai: god i love her so fucking much https://t.co/euJUgJ0bgh,2019-12-17 13:33:44
1202650798259224576,Thanks Brad for supporting this important effort ! We are so close! https://t.co/MPMuXeSYfU,2019-12-05 18:07:49
1206198463043641344,We need to help keep these parents in Southern FL w/Daughter whose been in induced coma/vent.Not much improvement b… https://t.co/5KFLBPmxpr,2019-12-15 13:04:58
1205930218529153025,@TRVSTworld Thanks for The Love. #PushLetsGo #ShowUpShowOut,2019-12-14 19:19:03
1202423710675820544,RT @lizthegrey: Right before me is @caseyrosenthal on Chaos Engineering and Continuous Verification! #YOW19,2019-12-05 03:05:27
1203859187542966273,@SaruNinjaDesu @adamjschmidt What’s an absolute contraindication for CPR? A headless patient. He missed this questi… https://t.co/LhRSeS7O3A,2019-12-09 02:09:31
1207642039338381314,"#Xeljanz XR for once-daily treatment in ulcerative colitis, and #Xtandi for advanced prostate #cancer cross the… https://t.co/EIdVnNkMAl",2019-12-19 12:41:13
1206981577433133058,"RT @Lija27: From Warren and Blumenthal's study: Lilly's ""authorized generic, rather than expanding access to low-cost insulin, appears inst…",2019-12-17 16:56:47
1202645325896286208,@awelab1956 @MarthaBeallMitc love this DWR.,2019-12-05 17:46:04
1204355102368239616,"“If we learned anything from 2013, it’s that eventually, everything leaks.”

Then why don’t we care more about our… https://t.co/iLTdVBwyWy",2019-12-10 11:00:06
1208841131028570112,"@tielermua Damn I'm old 23 lmao, I still love them to this day 💓",2019-12-22 20:05:59
1210577952947286018,"RT Well_Regulated_ #NRA ""TheScottCharles Aww! Hope she’s doing well.""",2019-12-27 15:07:30
1205518994947661825,Disgusting! Far beyond the pale! #IllinoisSupremeCourt is compromised. Shame on @ComEd &amp; @Exelon. #Madigan &amp; both B… https://t.co/gAawpA7NZU,2019-12-13 16:05:00
1204448904906866691,"RT @mbc_advocate: @SABCSSanAntonio Hello Dr. Arun, do you believe there will ever be standard of care treatment established for #oligometas…",2019-12-10 17:12:51
1207274000545669120,Santa's Home Accessibility | Aging In Place Resources #aging #women #holiday #seniors  https://t.co/HudBFX3zdY,2019-12-18 12:18:46
1207897100974845954,"RT @gatorfun1: LIAR👉Pelosi Falsely Claims Impeachment Received Bipartisan Support, 0 votes from conservatives 

@GOP @LindseyGrahamSC @Real…",2019-12-20 05:34:45
1206949179488186370,6 Tips to Minimize the Damage of a #Cyberattack --&gt; https://t.co/RCTbEzzazf @ChannelProSMB #cybersecurity https://t.co/7ral1hni44,2019-12-17 14:48:03
997575985364021248,@CarolineBarlow @Walgreens @Walgreens Teamwork makes the dream work 😊,2018-05-18 20:33:43
1204494766102261772,Move More. Thank you @ouraring #fitness #performance #build #data https://t.co/wYOslq5RV8,2019-12-10 20:15:05
1211430739926872065,"RT @BillyGraham: ""Make it your goal to become more like Christ by refusing to let sin have its way, and pursuing instead that which is pure…",2019-12-29 23:36:10
1206586628359249920,The latest https://t.co/2S8A0tRp1c.Daily from @carolharnett ! https://t.co/JaTLV1ra2h Thanks to @Upwork #coding #js,2019-12-16 14:47:24
1210713714032287746,"""Don't Tell Me We Can't Afford Medicare for All,"" Says Sanders, After NYT Details Insanely Higher Costs of US Healt… https://t.co/Xl3K9AtLDd",2019-12-28 00:06:58
1205632242195800064,"Experts say to shovel snow only if you're physically fit enough to do so, and don't forget to stretch beforehand an… https://t.co/5wfHZoVq30",2019-12-13 23:35:00
989232740896788480,You'd be surprised how many things you can treat with telemedicine now https://t.co/ZEtvTrMGh9,2018-04-25 20:00:39
1201610977688424448,"@nytimes The inquiry was a sham, of lined up, witnesses who came up with nothing. Keep pushing the shame. NYT, sucks.",2019-12-02 21:15:56
1205360054737596416,I never ended up using the B12 injections. I'm noticing a pattern where I can't seem to tolerate standard dosages o… https://t.co/TNuYsPCk8T,2019-12-13 05:33:26
835240205464530946,RT @Bleulake85: @Bleulake85 @blinkhealth Try Blink for your prescriptions.  You probably won't go back to those $45.00 copays for generics…,2017-02-24 21:29:17
1204621107774525448,"RT @CharlesTe: Useful clinical information from the patient notes section in the @AliveCor KardiaPro portal. #EPeeps 

Prescribed Kardia fo…",2019-12-11 04:37:07
1202372525151444992,RT @FennerMichelle: This from a friend that @LillyDiabetes and customer support has personally swore to help. @Lija27 it has been 2 weeks a…,2019-12-04 23:42:03
1202632117479448576,YES a Good Catholic sharing Christian Fellowship very Positive for the Country https://t.co/IjrpMtAUBv,2019-12-05 16:53:35
1202298579651399681,"Are you Type A or Type B?
Introvert or Extrovert?
They, He, or She? 

Inclusion just got swaggier! Pick a pin on yo… https://t.co/9LfjGXgHJn",2019-12-04 18:48:13
1211453933622829059,Duplicate any of these important traffic generation processes to attain endless potential customers to willingly ge… https://t.co/9dRJNFN2gb,2019-12-30 01:08:20
1203332746480955392,"RT @SenSherrodBrown: Let’s honor these workers by passing a bipartisan solution that protects @mineworkers’ health care and retirement now,…",2019-12-07 15:17:38
1207685697798393861,"RT @BrianSachs: 2. Better Quality End-of-Life Care

&lt;deep breath&gt;

""Many providers try to prolong end-of-life care to get as much money out…",2019-12-19 15:34:42
1209945394412707841,This is basically the superb tips for discovering potential clients on Twitter and is used around the world at this… https://t.co/UivcYcdCrj,2019-12-25 21:13:56
1209712686784630784,RT @DannyStricklan7: Does anyone find it funny that the Democrats are calling for everyone to resign that is investigating the corruption i…,2019-12-25 05:49:14
1206872721486991360,Lawmakers say a Lilly program to offer half-price insulin is a bust https://t.co/WkUqGFqkhj via @statnews,2019-12-17 09:44:14
1206574641411710976,"Given the news of Tandem IQ, what is most important feature for you of a current or future automated insulin delivery pump system?",2019-12-16 13:59:46
1205495423470899201,"The lengths PE would go to protect its privacy: ""If anyone at Cerberus has his picture in the paper and a picture o… https://t.co/Vbzg4SF57w",2019-12-13 14:31:20
1201497630330650624,"Little Fires Everywhere by Celeste Ng
Sex Object by Jessica Valenti
Severance by Ling Ma
Lab Girl by Hope Jahren
Gr… https://t.co/Da3h0AyPlK",2019-12-02 13:45:32
1211210280606294016,These biomedical breakthroughs of the decade saved lives and reduced suffering https://t.co/3RtEeEpG2h #HealthTech https://t.co/t2EvX1sXao,2019-12-29 09:00:08
1209001105893380096,"This makes sense to me, I love that song. Full circle to my vampire thing. https://t.co/R4Mh64OI7O",2019-12-23 06:41:40
1209226351754063877,RT @dbongino: Thank you for your tremendous support. We began the video version of my podcast just a few months ago &amp; we hoped for the best…,2019-12-23 21:36:43
1201560139632918536,"Ophthalmology visit, waiting for my eyes to dilate I wrote a lovely set of lyrics to Lyin Eyes by the Eagles.",2019-12-02 17:53:55
1207093126852157440,"RT @ProFootballTalk: Half-hearted weekend vote of confidence notwithstanding, the Browns could be headed for a coaching change https://t.co…",2019-12-18 00:20:02
1204125588522491909,"The sound of Doug Collins voice should be declared an illegal torture method, along with waterboarding, sleep depri… https://t.co/XNhQMYanKX",2019-12-09 19:48:06
1207341965462913024,But there is proof @BernieSanders protested against segregation and that @JoeBiden worked with segregationists.… https://t.co/IlqZu8zfHO,2019-12-18 16:48:50
1204848245236736001,God I hate headlines,2019-12-11 19:39:41
1206269695759806464,Xealth Named Finalist in Accenture’s HealthTech Innovation Challenge @hitconsultant https://t.co/WxhHOJTlCJ #Health… https://t.co/wS6xmHye3c,2019-12-15 17:48:01
1207907238351966208,I would love to win https://t.co/u0YdQQ3YyV,2019-12-20 06:15:02
1205263628657725441,"RT @BriRiceWrites: Cincinnati is No. 1 city in US for beer drinkers, study says. See the rest of the top 10 https://t.co/fdIJDVIET3 via @en…",2019-12-12 23:10:16
1209648453350899714,RT @Franklin_Graham: God’s gift for everyone—the Good News of Christmas!! @FoxNews @FoxFriendsFirst https://t.co/HTpCVH3sCr,2019-12-25 01:34:00
1203793030278463489,"Apt reply for any Tories canvassing you on health matters. 😂😂😂

#MagicNurseTree https://t.co/GMhHrR9Hhg",2019-12-08 21:46:38
1205623724826865664,Some fantastic research discovered by #Neonatal / #Perinatal #Medicine specialists thru #ReadbyQxMD | European Resp… https://t.co/Rlcf3ZomPp,2019-12-13 23:01:10
1207437070735757312,I support the Impeachment of Donald Trump. #TrumpImpeachment 🇺🇸,2019-12-18 23:06:45
1207619684327206912,"All this will be because the mercy of our God is very tender, and heaven’s dawn is about to break upon us,

Luke 1:76-78 (TLB)",2019-12-19 11:12:23
1209218831815757827,"RT @Phillip2020Vote: @SpeakerPelosi Nancy, 
Wait as long as it takes till the American people get to witness a fair trial.
We stand by your…",2019-12-23 21:06:50
1204874617657143302,Insurance coverage for felony rape is actually a thing? https://t.co/k78PNFx8eV,2019-12-11 21:24:28
1206961530752950273,@AWastler Not a rich folk problem. Could change a adult working child’s tax bracket and take big tax bite out of the funds! Ok Millenial!,2019-12-17 15:37:07
1207077100215103489,"RT @BrandonStraka: Congrats, @ScottPresler!! https://t.co/dreGvepUon",2019-12-17 23:16:21
720444589786718208,@KushalShahh We’re working to find a better resolution and #fixpharmacy,2016-04-14 02:52:30
1204474986095730688,"RT @washingtonpost: Perspective: A stunning indictment of the U.S. health-care system, in one chart https://t.co/s9GsPt4XTE",2019-12-10 18:56:29
1210956256476909568,RT @bebe1969: Bill Barr scares me. Who scares you beside the Orange Buffoon?,2019-12-28 16:10:44
1203409218449084418,@orvermex Wow I love it babe yumeeeeeeeeeee delicious 🌹😍👅♥️😈,2019-12-07 20:21:30
955217178029998082,@GoodRx @Walgreens There was no substitution. The coupon was for the same drug - the generic of a brand-name drug.… https://t.co/acQixyysUq,2018-01-21 23:14:56
1206561997548072962,FSUPD surprises heart transplant recipient with a birthday to remember  https://t.co/41LPJq3IzA,2019-12-16 13:09:31
1206018867585277952,"Dream Big! Oprah Winfrey, ""The biggest adventure you can take is to ..."" #Quote https://t.co/fW83YuNtr0",2019-12-15 01:11:19
1210368599166246912,#Employers – Considering adding a #wellness program to your company’s benefits offerings in the future? Check out t… https://t.co/KNlHXaHnf6,2019-12-27 01:15:36
1201889037029654528,"RT @WUCFTV: It’s #GivingTuesday, and thanks to our top-notch math skills, we know every gift adds up to making WUCF Central Florida's home…",2019-12-03 15:40:51
1201916265503371266,"RT @KrishnaswamyLab: Excited that PHATE, our dimensionality reduction and #dataviz method, is out today in @NatureBiotech! Congrats Kevin M…",2019-12-03 17:29:02
1071170032904876032,"With EpiPen still in shortage, here's what you need to know about its alternatives. https://t.co/oRFqgLm9Zb",2018-12-07 22:30:11
1208084653325860864,Would any of these perks talk you into joining a team? https://t.co/UisAWhiBZV,2019-12-20 18:00:01
1202290412443955200,can't wait to hear Professor Karlan refute the bs spewed by Turley right now,2019-12-04 18:15:46
1096586214226968576,Not all NSAIDs are created equal. Here's how two popular NSAIDs compare in terms of risks and effectiveness. https://t.co/V4VhB3hEz8,2019-02-16 01:45:01
1209611743611113472,Such an inspirational talk by @apruden08 about his experience of serving in Afghanistan and Iraq and starting his n… https://t.co/cb2ry70675,2019-12-24 23:08:07
